,0
2998,1
2999,1
3000,0
3001,1
3002,1
3003,1
3004,0
3005,1
3006,0
3007,1
3008,1
3009,1
3010,1
3011,0
3012,0
3013,1
3014,0
3015,1
3016,0
3017,0
3018,1
3019,0
3020,1
3021,0
3022,1
3023,0
3024,0
3025,1
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,1
3035,1
3036,0
3037,1
3038,0
3039,1
3040,1
3041,0
3042,1
3043,0
3044,1
3045,0
3046,0
3047,1
3048,1
3049,0
3050,1
3051,0
3052,1
3053,0
3054,0
3055,1
3056,1
3057,0
3058,1
3059,1
3060,0
3061,0
3062,1
3063,1
3064,0
3065,1
3066,0
3067,0
3068,1
3069,1
3070,0
3071,0
3072,0
3073,0
3074,1
3075,1
3076,1
3077,1
3078,0
3079,0
3080,0
3081,1
3082,0
3083,1
3084,1
3085,1
3086,0
3087,0
3088,1
3089,1
3090,0
3091,1
3092,0
3093,0
3094,0
3095,1
3096,1
3097,1
3098,0
3099,1
3100,0
3101,1
3102,0
3103,1
3104,1
3105,0
3106,1
3107,0
3108,0
3109,0
3110,0
3111,0
3112,1
3113,0
3114,1
3115,0
3116,0
3117,1
3118,1
3119,1
3120,1
3121,0
3122,0
3123,0
3124,1
3125,0
3126,0
3127,1
3128,1
3129,0
3130,1
3131,1
3132,1
3133,0
3134,0
3135,1
3136,0
3137,0
3138,1
3139,0
3140,1
3141,1
3142,0
3143,0
3144,1
3145,0
3146,1
3147,1
3148,0
3149,0
3150,0
3151,0
3152,0
3153,0
3154,0
3155,0
3156,0
3157,1
3158,0
3159,1
3160,0
3161,0
3162,0
3163,0
3164,1
3165,1
3166,1
3167,1
3168,0
3169,0
3170,1
3171,1
3172,1
3173,0
3174,0
3175,0
3176,1
3177,0
3178,1
3179,0
3180,0
3181,0
3182,1
3183,1
3184,1
3185,1
3186,0
3187,1
3188,0
3189,0
3190,0
3191,1
3192,0
3193,1
3194,0
3195,0
3196,1
3197,0
3198,1
3199,0
3200,0
3201,1
3202,0
3203,0
3204,1
3205,0
3206,1
3207,0
3208,1
3209,0
3210,1
3211,1
3212,1
3213,1
3214,1
3215,1
3216,1
3217,1
3218,1
3219,0
3220,1
3221,1
3222,0
3223,0
3224,0
3225,0
3226,0
3227,1
3228,0
3229,0
3230,0
3231,1
3232,0
3233,0
3234,0
3235,1
3236,1
3237,0
3238,1
3239,0
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,0
3247,1
3248,0
3249,0
3250,1
3251,1
3252,1
3253,1
3254,0
3255,1
3256,1
3257,0
3258,0
3259,0
3260,0
3261,1
3262,1
3263,0
3264,1
3265,0
3266,1
3267,0
3268,1
3269,0
3270,1
3271,0
3272,1
3273,0
3274,0
3275,0
3276,0
3277,0
3278,1
3279,0
3280,0
3281,0
3282,0
3283,1
3284,1
3285,0
3286,1
3287,1
3288,0
3289,0
3290,1
3291,1
3292,1
3293,1
3294,0
3295,0
3296,1
3297,1
3298,1
3299,1
3300,0
3301,1
3302,1
3303,1
3304,0
3305,0
3306,0
3307,1
3308,1
3309,1
3310,1
3311,0
3312,0
3313,0
3314,0
3315,1
3316,1
3317,1
3318,1
3319,0
3320,0
3321,0
3322,0
3323,1
3324,1
3325,0
3326,1
3327,0
3328,1
3329,1
3330,1
3331,1
3332,0
3333,1
3334,1
3335,0
3336,1
3337,0
3338,1
3339,0
3340,0
3341,1
3342,1
3343,0
3344,1
3345,1
3346,1
3347,0
3348,1
3349,0
3350,0
3351,0
3352,0
3353,1
3354,1
3355,1
3356,1
3357,1
3358,0
3359,1
3360,0
3361,0
3362,1
3363,0
3364,1
3365,1
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,1
3375,1
3376,1
3377,1
3378,1
3379,0
3380,1
3381,1
3382,1
3383,0
3384,1
3385,1
3386,0
3387,1
3388,0
3389,1
3390,0
3391,1
3392,0
3393,0
3394,1
3395,1
3396,1
3397,0
3398,1
3399,1
3400,0
3401,1
3402,1
3403,1
3404,0
3405,0
3406,1
3407,0
3408,0
3409,0
3410,0
3411,0
3412,1
3413,1
3414,0
3415,0
3416,1
3417,1
3418,0
3419,1
3420,0
3421,0
3422,1
3423,1
3424,1
3425,0
3426,1
3427,0
3428,0
3429,0
3430,1
3431,1
3432,0
3433,1
3434,1
3435,1
3436,1
3437,1
3438,0
3439,1
3440,1
3441,1
3442,1
3443,1
3444,0
3445,1
3446,1
3447,1
3448,1
3449,1
3450,1
3451,0
3452,0
3453,1
3454,1
3455,1
3456,1
3457,1
3458,1
3459,0
3460,1
3461,1
3462,0
3463,0
3464,0
3465,1
3466,1
3467,0
3468,1
3469,0
3470,1
3471,0
3472,0
3473,0
3474,0
3475,1
3476,1
3477,0
3478,1
3479,1
3480,1
3481,0
3482,0
3483,0
3484,1
3485,0
3486,0
3487,1
3488,1
3489,0
3490,0
3491,1
3492,0
3493,0
3494,0
3495,0
3496,1
3497,0
3498,1
3499,1
3500,1
3501,0
3502,1
3503,0
3504,1
3505,1
3506,0
3507,1
3508,1
3509,1
3510,0
3511,0
3512,1
3513,1
3514,0
3515,0
3516,1
3517,0
3518,1
3519,0
3520,1
3521,1
3522,1
3523,0
3524,0
3525,1
3526,0
3527,1
3528,0
3529,1
3530,0
3531,1
3532,0
3533,1
3534,1
3535,0
3536,0
3537,0
3538,1
3539,0
3540,0
3541,1
3542,1
3543,1
3544,0
3545,1
3546,0
3547,1
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,1
3557,1
3558,0
3559,1
3560,0
3561,0
3562,1
3563,1
3564,0
3565,0
3566,1
3567,0
3568,1
3569,0
3570,1
3571,0
3572,1
3573,1
3574,1
3575,1
3576,1
3577,0
3578,1
3579,0
3580,0
3581,0
3582,1
3583,0
3584,1
3585,1
3586,1
3587,1
3588,0
3589,1
3590,0
3591,1
3592,0
3593,0
3594,1
3595,1
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0
3607,1
3608,1
3609,0
3610,0
3611,1
3612,1
3613,0
3614,1
3615,1
3616,0
3617,0
3618,1
3619,1
3620,0
3621,0
3622,1
3623,1
3624,1
3625,0
3626,1
3627,1
3628,1
3629,1
3630,0
3631,0
3632,0
3633,0
3634,0
3635,1
3636,1
3637,1
3638,0
3639,0
3640,0
3641,1
3642,1
3643,0
3644,1
3645,1
3646,0
3647,1
3648,1
3649,1
3650,0
3651,0
3652,0
3653,0
3654,0
3655,1
3656,0
3657,0
3658,1
3659,1
3660,1
3661,1
3662,1
3663,1
3664,1
3665,1
3666,1
3667,1
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,1
3676,1
3677,0
3678,1
3679,0
3680,1
3681,1
3682,0
3683,1
3684,1
3685,1
3686,0
3687,0
3688,0
3689,0
3690,0
3691,1
3692,1
3693,0
3694,1
3695,0
3696,1
3697,1
3698,0
3699,0
3700,1
3701,0
3702,0
3703,0
3704,1
3705,1
3706,1
3707,1
3708,1
3709,0
3710,0
3711,1
3712,1
3713,1
3714,0
3715,1
3716,1
3717,1
3718,1
3719,0
3720,0
3721,1
3722,1
3723,1
3724,0
3725,0
3726,1
3727,0
3728,1
3729,1
3730,1
3731,1
3732,0
3733,1
3734,0
3735,0
3736,1
3737,0
3738,1
3739,1
3740,0
3741,1
3742,0
3743,1
3744,0
3745,0
3746,1
3747,0
3748,1
3749,1
3750,0
3751,0
3752,0
3753,1
3754,0
3755,1
3756,0
3757,1
3758,1
3759,1
3760,1
3761,0
3762,1
3763,0
3764,1
3765,0
3766,0
3767,1
3768,0
3769,1
3770,1
3771,1
3772,1
3773,0
3774,1
3775,0
3776,1
3777,1
3778,1
3779,1
3780,0
3781,1
3782,1
3783,1
3784,1
3785,0
3786,1
3787,0
3788,0
3789,0
3790,1
3791,0
3792,0
3793,0
3794,1
3795,0
3796,1
3797,0
3798,0
3799,1
3800,1
3801,1
3802,1
3803,0
3804,0
3805,0
3806,0
3807,1
3808,0
3809,0
3810,0
3811,1
3812,0
3813,1
3814,1
3815,1
3816,0
3817,0
3818,0
3819,1
3820,0
3821,0
3822,0
3823,1
3824,0
3825,0
3826,1
3827,0
3828,0
3829,1
3830,1
3831,0
3832,0
3833,0
3834,1
3835,1
3836,0
3837,0
3838,1
3839,1
3840,1
3841,0
3842,1
3843,1
3844,0
3845,0
3846,1
3847,1
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,1
3856,0
3857,1
3858,0
3859,1
3860,0
3861,0
3862,1
3863,1
3864,0
3865,0
3866,0
3867,1
3868,1
3869,1
3870,0
3871,1
3872,0
3873,0
3874,1
3875,0
3876,1
3877,0
3878,0
3879,1
3880,1
3881,0
3882,0
3883,0
3884,1
3885,0
3886,0
3887,0
3888,0
3889,0
3890,1
3891,1
3892,0
3893,1
3894,0
3895,1
3896,0
3897,0
3898,1
3899,1
3900,0
3901,1
3902,0
3903,0
3904,0
3905,0
3906,1
3907,1
3908,0
3909,1
3910,0
3911,0
3912,0
3913,0
3914,1
3915,1
3916,0
3917,0
3918,0
3919,1
3920,0
3921,1
3922,1
3923,0
3924,1
3925,1
3926,0
3927,1
3928,0
3929,0
3930,0
3931,1
3932,1
3933,0
3934,0
3935,1
3936,0
3937,1
3938,0
3939,0
3940,1
3941,1
3942,0
3943,0
3944,1
3945,1
3946,0
3947,0
3948,1
3949,1
3950,1
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,1
3959,0
3960,1
3961,0
3962,1
3963,1
3964,1
3965,1
3966,1
3967,0
3968,1
3969,1
3970,0
3971,0
3972,1
3973,0
3974,0
3975,1
3976,0
3977,1
3978,1
3979,0
3980,1
3981,0
3982,1
3983,1
3984,1
3985,1
3986,1
3987,0
3988,0
3989,0
3990,0
3991,1
3992,1
3993,1
3994,0
3995,1
3996,1
3997,1
3998,0
3999,0
4000,1
4001,0
4002,1
4003,1
4004,0
4005,0
4006,1
4007,1
4008,1
4009,0
4010,1
4011,0
4012,1
4013,1
4014,1
4015,1
4016,1
4017,0
4018,1
4019,1
4020,1
4021,1
4022,0
4023,1
4024,0
4025,1
4026,1
4027,0
4028,1
4029,0
4030,0
4031,0
4032,0
4033,1
4034,0
4035,1
4036,1
4037,1
4038,0
4039,0
4040,0
4041,1
4042,0
4043,1
4044,0
4045,1
4046,1
4047,1
4048,1
4049,0
4050,0
4051,0
4052,0
4053,0
4054,1
4055,0
4056,0
4057,1
4058,0
4059,1
4060,1
4061,1
4062,1
4063,1
4064,0
4065,1
4066,1
4067,0
4068,0
4069,0
4070,1
4071,1
4072,1
4073,0
4074,0
4075,1
4076,0
4077,1
4078,1
4079,0
4080,1
4081,0
4082,0
4083,1
4084,1
4085,0
4086,0
4087,1
4088,0
4089,1
4090,0
4091,1
4092,0
4093,0
4094,1
4095,1
4096,1
4097,0
4098,0
4099,1
4100,0
4101,1
4102,0
4103,0
4104,0
4105,1
4106,0
4107,0
4108,1
4109,1
4110,0
4111,1
4112,0
4113,1
4114,1
4115,1
4116,1
4117,0
4118,0
4119,1
4120,1
4121,1
4122,0
4123,1
4124,1
4125,1
4126,1
4127,0
4128,1
4129,1
4130,1
4131,0
4132,0
4133,1
4134,1
4135,0
4136,1
4137,1
4138,1
4139,1
4140,0
4141,0
4142,0
4143,1
4144,0
4145,0
4146,0
4147,1
4148,1
4149,0
4150,1
4151,0
4152,1
4153,1
4154,0
4155,1
4156,0
4157,1
4158,0
4159,1
4160,0
4161,0
4162,0
4163,1
4164,1
4165,0
4166,1
4167,1
4168,0
4169,0
4170,0
4171,0
4172,1
4173,1
4174,1
4175,0
4176,0
4177,1
4178,1
4179,0
4180,0
4181,1
4182,1
4183,0
4184,0
4185,1
4186,0
4187,0
4188,1
4189,1
4190,1
4191,0
4192,0
4193,1
4194,1
4195,0
4196,0
4197,1
4198,1
4199,0
4200,0
4201,0
4202,1
4203,0
4204,0
4205,0
4206,0
4207,0
4208,1
4209,1
4210,0
4211,0
4212,1
4213,0
4214,1
4215,1
4216,0
4217,1
4218,1
4219,1
4220,0
4221,1
4222,1
4223,1
4224,0
4225,0
4226,0
4227,0
4228,1
4229,1
4230,0
4231,1
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,0
4240,1
4241,0
4242,1
4243,0
4244,1
4245,1
4246,1
4247,0
4248,1
4249,1
4250,1
4251,1
4252,0
4253,0
4254,0
4255,1
4256,0
4257,0
4258,1
4259,0
4260,0
4261,0
4262,1
4263,1
4264,1
4265,1
4266,0
4267,1
4268,0
4269,0
4270,0
4271,1
4272,1
4273,0
4274,1
4275,1
4276,0
4277,0
4278,1
4279,0
4280,1
4281,1
4282,1
4283,0
4284,0
4285,1
4286,0
4287,0
4288,0
4289,1
4290,1
4291,1
4292,0
4293,0
4294,0
4295,0
4296,1
4297,1
4298,0
4299,0
4300,1
4301,0
4302,1
4303,0
4304,1
4305,0
4306,0
4307,1
4308,1
4309,0
4310,0
4311,1
4312,0
4313,0
4314,0
4315,0
4316,1
4317,1
4318,1
4319,0
4320,1
4321,1
4322,1
4323,0
4324,1
4325,1
4326,0
4327,0
4328,1
4329,0
4330,0
4331,0
4332,0
4333,1
4334,1
4335,1
4336,0
4337,0
4338,0
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,1
4346,0
4347,0
4348,0
4349,0
4350,0
4351,1
4352,0
4353,0
4354,1
4355,0
4356,1
4357,0
4358,0
4359,0
4360,0
4361,0
4362,1
4363,0
4364,0
4365,0
4366,1
4367,0
4368,0
4369,1
4370,0
4371,0
4372,0
4373,0
4374,1
4375,1
4376,0
4377,1
4378,1
4379,1
4380,1
4381,1
4382,0
4383,1
4384,1
4385,0
4386,1
4387,0
4388,0
4389,0
4390,0
4391,0
4392,1
4393,1
4394,0
4395,0
4396,1
4397,1
4398,0
4399,0
4400,0
4401,1
4402,1
4403,0
4404,1
4405,0
4406,0
4407,0
4408,1
4409,0
4410,0
4411,1
4412,1
4413,0
4414,1
4415,0
4416,1
4417,1
4418,0
4419,0
4420,0
4421,0
4422,0
4423,1
4424,1
4425,1
4426,0
4427,1
4428,1
4429,0
4430,0
4431,1
4432,0
4433,0
4434,1
4435,0
4436,1
4437,0
4438,0
4439,0
4440,1
4441,0
4442,0
4443,1
4444,0
4445,1
4446,0
4447,1
4448,1
4449,0
4450,0
4451,0
4452,0
4453,1
4454,1
4455,0
4456,0
4457,0
4458,1
4459,1
4460,1
4461,1
4462,0
4463,0
4464,1
4465,0
4466,0
4467,0
4468,0
4469,1
4470,1
4471,0
4472,0
4473,0
4474,1
4475,0
4476,0
4477,1
4478,1
4479,1
4480,1
4481,0
4482,0
4483,0
4484,1
4485,1
4486,0
4487,1
4488,1
4489,1
4490,1
4491,1
4492,0
4493,0
4494,1
4495,0
4496,1
4497,1
4498,1
4499,1
4500,1
4501,0
4502,0
4503,1
4504,0
4505,0
4506,0
4507,1
4508,0
4509,1
4510,1
4511,1
4512,0
4513,1
4514,0
4515,0
4516,1
4517,1
4518,1
4519,0
4520,1
4521,1
4522,0
4523,1
4524,1
4525,0
4526,0
4527,1
4528,0
4529,1
4530,1
4531,0
4532,0
4533,1
4534,1
4535,0
4536,0
4537,1
4538,1
4539,0
4540,0
4541,1
4542,0
4543,1
4544,0
4545,0
4546,1
4547,1
4548,1
4549,1
4550,1
4551,0
4552,0
4553,1
4554,1
4555,0
4556,0
4557,0
4558,0
4559,0
4560,1
4561,0
4562,0
4563,1
4564,0
4565,1
4566,0
4567,1
4568,0
4569,0
4570,1
4571,1
4572,1
4573,1
4574,0
4575,0
4576,0
4577,1
4578,0
4579,0
4580,1
4581,0
4582,1
4583,1
4584,1
4585,0
4586,0
4587,0
4588,1
4589,0
4590,1
4591,1
4592,0
4593,0
4594,0
4595,0
4596,0
4597,1
4598,0
4599,1
4600,0
4601,1
4602,1
4603,1
4604,0
4605,1
4606,1
4607,1
4608,0
4609,0
4610,0
4611,0
4612,0
4613,1
4614,0
4615,1
4616,0
4617,1
4618,1
4619,1
4620,0
4621,0
4622,1
4623,0
4624,1
4625,1
4626,1
4627,1
4628,0
4629,0
4630,1
4631,0
4632,1
4633,1
4634,0
4635,0
4636,1
4637,1
4638,1
4639,1
4640,1
4641,0
4642,1
4643,0
4644,1
4645,1
4646,0
4647,0
4648,0
4649,1
4650,1
4651,1
4652,1
4653,0
4654,1
4655,0
4656,0
4657,0
4658,1
4659,0
4660,1
4661,0
4662,1
4663,0
4664,1
4665,0
4666,1
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,0
4674,1
4675,0
4676,0
4677,0
4678,1
4679,1
4680,0
4681,1
4682,1
4683,0
4684,1
4685,1
4686,1
4687,1
4688,0
4689,0
4690,0
4691,1
4692,0
4693,0
4694,1
4695,0
4696,0
4697,0
4698,1
4699,0
4700,0
4701,0
4702,1
4703,1
4704,1
4705,0
4706,1
4707,1
4708,1
4709,1
4710,0
4711,1
4712,1
4713,0
4714,1
4715,1
4716,0
4717,0
4718,0
4719,1
4720,1
4721,1
4722,1
4723,1
4724,0
4725,0
4726,1
4727,1
4728,0
4729,1
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,1
4738,1
4739,0
4740,0
4741,1
4742,0
4743,1
4744,0
4745,0
4746,0
4747,1
4748,1
4749,1
4750,0
4751,1
4752,0
4753,0
4754,1
4755,0
4756,0
4757,0
4758,0
4759,1
4760,1
4761,1
4762,0
4763,0
4764,1
4765,1
4766,1
4767,1
4768,1
4769,0
4770,1
4771,0
4772,0
4773,1
4774,1
4775,1
4776,1
4777,1
4778,0
4779,1
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,0
4787,0
4788,0
4789,1
4790,0
4791,0
4792,1
4793,1
4794,0
4795,1
4796,0
4797,0
4798,0
4799,0
4800,0
4801,1
4802,0
4803,0
4804,0
4805,0
4806,0
4807,1
4808,1
4809,1
4810,0
4811,0
4812,1
4813,0
4814,1
4815,1
4816,1
4817,1
4818,0
4819,0
4820,0
4821,1
4822,1
4823,1
4824,0
4825,0
4826,0
4827,1
4828,1
4829,1
4830,1
4831,0
4832,0
4833,1
4834,0
4835,0
4836,0
4837,1
4838,1
4839,0
4840,1
4841,1
4842,0
4843,1
4844,1
4845,0
4846,0
4847,0
4848,0
4849,1
4850,0
4851,0
4852,1
4853,0
4854,0
4855,1
4856,1
4857,0
4858,1
4859,1
4860,0
4861,0
4862,1
4863,1
4864,0
4865,1
4866,0
4867,0
4868,1
4869,1
4870,0
4871,0
4872,1
4873,1
4874,0
4875,1
4876,0
4877,0
4878,0
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,0
4886,0
4887,0
4888,1
4889,0
4890,0
4891,1
4892,0
4893,0
4894,1
4895,0
4896,1
4897,1
4898,1
4899,1
4900,1
4901,0
4902,1
4903,0
4904,0
4905,0
4906,1
4907,1
4908,0
4909,1
4910,1
4911,0
4912,1
4913,1
4914,0
4915,1
4916,1
4917,0
4918,1
4919,1
4920,1
4921,0
4922,1
4923,1
4924,1
4925,1
4926,1
4927,0
4928,0
4929,0
4930,0
4931,0
4932,0
4933,0
4934,0
4935,0
4936,1
4937,0
4938,0
4939,0
4940,0
4941,0
4942,1
4943,0
4944,1
4945,0
4946,1
4947,0
4948,0
4949,0
4950,0
4951,1
4952,1
4953,0
4954,1
4955,0
4956,0
4957,1
4958,0
4959,1
4960,1
4961,0
4962,1
4963,0
4964,1
4965,0
4966,0
4967,1
4968,1
4969,1
4970,1
4971,1
4972,1
4973,0
4974,1
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,1
4982,0
4983,1
4984,1
4985,1
4986,1
4987,1
4988,1
4989,1
4990,1
4991,0
4992,1
4993,0
4994,1
4995,1
4996,1
4997,1
4998,1
4999,0
5000,1
5001,1
5002,1
5003,1
5004,1
5005,1
5006,1
5007,0
5008,0
5009,1
5010,0
5011,0
5012,0
5013,0
5014,1
5015,1
5016,1
5017,0
5018,0
5019,1
5020,0
5021,1
5022,0
5023,0
5024,1
5025,0
5026,0
5027,0
5028,1
5029,0
5030,0
5031,1
5032,1
5033,0
5034,0
5035,0
5036,0
5037,1
5038,0
5039,1
5040,1
5041,0
5042,1
5043,0
5044,1
5045,1
5046,1
5047,0
5048,1
5049,0
5050,1
5051,0
5052,0
5053,0
5054,0
5055,0
5056,0
5057,0
5058,1
5059,1
5060,1
5061,0
5062,1
5063,0
5064,1
5065,0
5066,0
5067,0
5068,1
5069,1
5070,0
5071,1
5072,0
5073,1
5074,0
5075,0
5076,1
5077,1
5078,1
5079,0
5080,1
5081,1
5082,0
5083,0
5084,1
5085,1
5086,0
5087,0
5088,1
5089,1
5090,0
5091,1
5092,1
5093,1
5094,1
5095,0
5096,0
5097,1
5098,0
5099,1
5100,1
5101,1
5102,1
5103,1
5104,1
5105,1
5106,1
5107,1
5108,1
5109,1
5110,0
5111,1
5112,0
5113,0
5114,1
5115,0
5116,1
5117,1
5118,1
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0
5125,0
5126,1
5127,0
5128,0
5129,1
5130,0
5131,1
5132,1
5133,1
5134,0
5135,0
5136,1
5137,0
5138,0
5139,0
5140,1
5141,0
5142,1
5143,0
5144,0
5145,1
5146,1
5147,0
5148,1
5149,0
5150,0
5151,1
5152,0
5153,1
5154,1
5155,0
5156,1
5157,0
5158,1
5159,1
5160,0
5161,0
5162,1
5163,0
5164,1
5165,1
5166,1
5167,1
5168,0
5169,0
5170,0
5171,0
5172,1
5173,1
5174,1
5175,1
5176,0
5177,1
5178,1
5179,0
5180,1
5181,0
5182,1
5183,1
5184,1
5185,1
5186,1
5187,0
5188,0
5189,1
5190,1
5191,1
5192,0
5193,0
5194,1
5195,0
5196,0
5197,0
5198,0
5199,0
5200,1
5201,1
5202,0
5203,1
5204,1
5205,1
5206,0
5207,1
5208,1
5209,0
5210,1
5211,0
5212,0
5213,1
5214,1
5215,1
5216,1
5217,0
5218,1
5219,1
5220,1
5221,0
5222,1
5223,0
5224,0
5225,1
5226,1
5227,1
5228,1
5229,1
5230,0
5231,1
5232,1
5233,0
5234,0
5235,1
5236,1
5237,0
5238,1
5239,1
5240,0
5241,0
5242,0
5243,0
5244,1
5245,1
5246,1
5247,1
5248,1
5249,1
5250,0
5251,0
5252,1
5253,1
5254,0
5255,1
5256,1
5257,1
5258,1
5259,1
5260,1
5261,1
5262,1
5263,0
5264,1
5265,0
5266,1
5267,1
5268,0
5269,0
5270,1
5271,1
5272,1
5273,1
5274,1
5275,0
5276,0
5277,0
5278,0
5279,0
5280,1
5281,1
5282,0
5283,1
5284,1
5285,0
5286,1
5287,1
5288,0
5289,1
5290,1
5291,0
5292,1
5293,1
5294,0
5295,1
5296,0
5297,1
5298,1
5299,1
5300,0
5301,0
5302,0
5303,1
5304,1
5305,1
5306,1
5307,0
5308,1
5309,0
5310,0
5311,0
5312,1
5313,1
5314,1
5315,1
5316,1
5317,0
5318,1
5319,0
5320,1
5321,0
5322,1
5323,1
5324,0
5325,0
5326,1
5327,0
5328,1
5329,0
5330,1
5331,1
5332,0
5333,1
5334,1
5335,0
5336,1
5337,0
5338,0
5339,1
5340,1
5341,1
5342,1
5343,1
5344,1
5345,1
5346,1
5347,0
5348,1
5349,0
5350,1
5351,1
5352,1
5353,0
5354,0
5355,0
5356,1
5357,1
5358,0
5359,0
5360,1
5361,0
5362,0
5363,1
5364,1
5365,0
5366,0
5367,1
5368,1
5369,0
5370,1
5371,0
5372,0
5373,0
5374,0
5375,1
5376,1
5377,0
5378,0
5379,1
5380,1
5381,0
5382,1
5383,1
5384,1
5385,1
5386,1
5387,1
5388,1
5389,0
5390,0
5391,1
5392,0
5393,0
5394,0
5395,0
5396,1
5397,0
5398,1
5399,1
5400,0
5401,1
5402,0
5403,1
5404,0
5405,0
5406,0
5407,1
5408,1
5409,0
5410,1
5411,0
5412,0
5413,1
5414,0
5415,0
5416,1
5417,0
5418,0
5419,0
5420,0
5421,1
5422,0
5423,1
5424,1
5425,1
5426,0
5427,0
5428,0
5429,1
5430,0
5431,1
5432,0
5433,1
5434,0
5435,1
5436,1
5437,1
5438,0
5439,0
5440,1
5441,1
5442,1
5443,0
5444,1
5445,0
5446,1
5447,1
5448,1
5449,0
5450,0
5451,0
5452,1
5453,0
5454,1
5455,0
5456,1
5457,1
5458,0
5459,0
5460,1
5461,1
5462,0
5463,1
5464,0
5465,0
5466,0
5467,0
5468,1
5469,1
5470,1
5471,1
5472,1
5473,1
5474,0
5475,1
5476,0
5477,1
5478,0
5479,0
5480,1
5481,0
5482,1
5483,1
5484,1
5485,1
5486,1
5487,1
5488,0
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,0
5496,0
5497,1
5498,1
5499,1
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,1
5508,0
5509,1
5510,1
5511,1
5512,1
5513,0
5514,0
5515,1
5516,1
5517,0
5518,0
5519,0
5520,1
5521,1
5522,0
5523,0
5524,1
5525,0
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,1
5533,1
5534,0
5535,0
5536,1
5537,1
5538,0
5539,1
5540,0
5541,1
5542,0
5543,1
5544,0
5545,1
5546,0
5547,0
5548,0
5549,0
5550,1
5551,0
5552,1
5553,1
5554,0
5555,1
5556,0
5557,1
5558,1
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,1
5572,0
5573,0
5574,0
5575,0
5576,1
5577,0
5578,1
5579,1
5580,0
5581,0
5582,1
5583,1
5584,0
5585,1
5586,0
5587,1
5588,1
5589,1
5590,0
5591,0
5592,1
5593,1
5594,0
5595,1
5596,1
5597,0
5598,0
5599,1
5600,0
5601,0
5602,0
5603,1
5604,0
5605,0
5606,0
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,1
5614,0
5615,0
5616,1
5617,0
5618,0
5619,0
5620,1
5621,1
5622,1
5623,0
5624,0
5625,0
5626,0
5627,1
5628,0
5629,0
5630,1
5631,1
5632,1
5633,1
5634,0
5635,1
5636,0
5637,1
5638,1
5639,1
5640,1
5641,0
5642,1
5643,0
5644,0
5645,1
5646,1
5647,1
5648,0
5649,1
5650,1
5651,1
5652,1
5653,0
5654,0
5655,1
5656,1
5657,0
5658,1
5659,1
5660,0
5661,1
5662,0
5663,0
5664,0
5665,1
5666,0
5667,0
5668,1
5669,0
5670,1
5671,0
5672,0
5673,0
5674,0
5675,0
5676,1
5677,0
5678,1
5679,0
5680,0
5681,1
5682,0
5683,0
5684,1
5685,0
5686,1
5687,0
5688,0
5689,1
5690,1
5691,0
5692,0
5693,0
5694,0
5695,0
5696,1
5697,1
5698,1
5699,0
5700,1
5701,1
5702,1
5703,0
5704,0
5705,1
5706,1
5707,1
5708,0
5709,1
5710,1
5711,1
5712,0
5713,1
5714,1
5715,0
5716,1
5717,1
5718,1
5719,0
5720,1
5721,0
5722,1
5723,1
5724,0
5725,0
5726,0
5727,0
5728,1
5729,0
5730,1
5731,1
5732,1
5733,0
5734,0
5735,1
5736,0
5737,1
5738,1
5739,1
5740,1
5741,1
5742,0
5743,1
5744,0
5745,1
5746,0
5747,1
5748,0
5749,0
5750,1
5751,0
5752,0
5753,1
5754,0
5755,1
5756,0
5757,1
5758,1
5759,0
5760,1
5761,1
5762,0
5763,1
5764,0
5765,0
5766,0
5767,0
5768,1
5769,0
5770,1
5771,1
5772,1
5773,1
5774,0
5775,1
5776,0
5777,1
5778,0
5779,1
5780,1
5781,1
5782,1
5783,1
5784,1
5785,0
5786,1
5787,1
5788,1
5789,1
5790,0
5791,0
5792,0
5793,0
5794,0
5795,0
5796,1
